,Name,STATE_FIPS,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009
20,Minnesota,27,7515.0680117,7091.28287425,6450.22427632,5684.44751825,5082.87661538,5731.66014925,7062.49540146,7284.99741007,8045.1375,7516.40269504,7979.54165468,8029.81342857,8975.52755102,10489.9379755,11743.730578,12262.7398864,13229.7816667,13092.2579487,12218.0264574,12916.729751,11970.8040336,12792.1024481,13053.7513077,13220.3366415,13748.045206,13749.5088476,14329.1503731,14497.0222794,14735.1035587,14965.6260208,15224.017354,15619.1633446,16043.6365217,16559.1306954,17247.0921569,17578.1929032,18940.5522857,19844.6725,20438.8243713,21348.8974425,22090.8807357,22410.2696134,22645.5722222,23753.0439234,26242.1271847,25405.0102637,24787.3976208,25371.1682425,26760.4815677,27873.3577761,27804.1134022,26869.1970874,26716.8189219,26660.390715,27127.2989759,29434.3112127,30093.0013104,31086.3330018,31914.2672799,31903.0845647,32813.7801774,32846.9771002,32273.4845301,33179.0721739,32764.0312526,33971.2535695,34606.0568963,35916.1464563,36822.8366106,38831.197,39653.2883613,39993.3347096,39775.9593168,40013.1181823,40510.1822174,41459.3604288,41083.890425,41893.2444395,42483.7933607,42148.5096027,40920.0
21,Mississippi,28,3588.16269006,2594.99844311,2469.99835526,1988.77364964,2161.87284615,2785.77895522,2771.75540146,3534.45848921,3337.24222222,3058.29340426,3164.03489209,3294.67535714,4480.46659864,5778.02104294,6609.72375723,7667.25982955,7496.87627778,6722.15933333,6445.73049327,7139.36406639,6354.98256303,6854.50165975,7021.96103846,7334.73667925,7552.98801498,7401.12773234,8365.34197761,8289.64658088,8115.75911032,8581.48,9178.64484536,8965.61719595,9485.54896321,9675.47662252,10509.5085948,10775.2938387,11496.4589206,12176.9612037,12852.9502096,13544.1893391,14076.4331335,14602.8921907,15187.100716,16464.9448804,17457.7067793,17128.1466937,16768.1800186,17935.8964675,18617.9881683,19104.3224233,19352.6558264,18423.1045146,18647.489956,18454.6283627,18556.5889056,19539.5922137,19782.863513,20148.0779288,20609.5271215,21208.8775571,21695.9191935,21607.9959296,21746.6800441,22495.0378261,22965.1094533,23956.6316667,24191.7214239,24672.4386743,25243.1853271,26340.6685951,26640.705018,26154.3277642,26919.4873744,26879.7330739,27242.7011141,27826.2098306,28692.8133129,29026.3452976,29770.4206769,29485.7218292,29318.0
22,Missouri,29,7791.08052632,7206.90161677,6930.10967105,5715.76678832,5511.95061538,5875.75216418,6577.04671533,7192.39151079,7568.38861111,7227.31028369,7778.89553957,7953.19307143,9340.38639456,10608.3939877,11942.1463006,13018.4952273,13468.1561111,13103.2598462,11775.4837668,12249.0834855,11961.7898739,12703.0829461,12822.7114615,13430.8257736,13956.9576404,13765.4595539,14553.2935075,15025.4773897,14880.1641637,15173.4819377,15673.7340893,15626.4112162,15892.9583612,16552.0268212,17015.7287255,17529.7490645,18647.692254,19169.2782407,19700.1490719,20775.5658046,20816.5192643,21249.1157474,21755.640963,22803.5380622,23855.161464,22985.4854767,22861.3498327,23776.2798243,24749.6397195,25622.6935429,25747.3950551,24447.8450243,24680.0155006,24532.8061658,25236.0993173,26760.3418672,27650.5494052,28392.8757755,28800.0814261,29171.9542012,29555.9320242,29137.3090054,29234.9979442,29882.2669565,30131.6845329,30786.4937854,31102.2341076,31584.3859975,32417.1422056,33434.8675521,33965.3536134,34192.6130372,34107.8699718,34310.4170484,34631.4020326,35033.4718846,34760.9258986,35494.3804464,35757.2013678,35647.720538,35106.0
23,Montana,30,7427.24584795,6436.11,5391.65355263,5308.61627737,4917.84815385,5827.72149254,7453.98627737,7331.30035971,7627.98222222,7866.35666667,8226.49071942,8719.39664286,10405.7742177,11858.7630061,14261.1300578,14420.2994886,14373.979,14390.4818462,14276.8120179,14617.0022407,12727.9934454,14723.8256432,14902.0700769,14758.5264528,14543.5194757,14124.3504461,15161.6820149,15214.7747426,15139.7462989,15351.6441522,14914.376323,15039.3336149,14529.6797659,16786.4546689,16335.6604575,16374.0174839,17353.6595556,18076.7287037,18017.2540419,18217.150431,19197.2617984,20043.7274485,20071.1282222,22351.8812201,24217.555045,23411.9484787,23104.5981041,23376.6151142,23492.8635644,25405.5241871,24524.0022452,23804.7547451,24177.3050385,23725.7913368,23790.774749,24168.9661694,23726.6756506,24399.6688412,24543.3349648,24231.9813525,25299.7947661,25481.8086305,26004.341652,26169.5382609,26831.2295087,26243.8682389,26414.5161942,26503.3184895,26956.8079688,28066.1778405,28354.6830912,28117.8022822,29487.6321513,29454.4155809,30271.8702772,31251.5332398,31842.2120789,32927.5984821,33757.1240993,33174.5509398,32699.0
24,Nebraska,31,7477.42994152,6693.04053892,5829.19611842,4807.5079562,4538.28269231,4146.64798507,6404.79072993,6111.98935252,6182.83715278,6162.23297872,6173.72661871,6773.23957143,8041.48891156,10818.982454,12636.6013295,13298.8560795,14135.6045556,13048.250359,12256.5084305,13869.2384232,12133.0589076,13887.0423237,13540.5852692,14256.5908302,13466.8169288,13980.7940892,13208.4347015,13211.3777574,14780.9121708,15032.4368512,14907.0039175,15401.7271959,15311.7711706,16282.0796026,16412.7816013,16553.9517419,18089.2149841,19136.170679,19205.5577844,19524.0999713,20880.8219074,20989.2384536,21829.8019012,23234.6650478,25459.3570495,23781.839858,24595.989145,24330.5318278,24756.7201485,26718.4116564,25957.2039669,24140.6197087,25218.1281078,24961.8801658,24988.3909337,26776.8605967,27401.319619,27825.2140055,28394.0474912,28986.9772443,29201.2539194,29690.4763275,29559.4812188,30105.52,29941.6448374,30643.1795951,31245.8218635,32877.8978011,32868.9397508,34037.6770368,34832.0006783,34671.023072,35248.9984529,35178.5823402,36450.3026848,36764.3050662,36684.3989503,36983.1565526,38159.7773727,37992.3490894,37057.0
25,Nevada,32,10889.9483041,10701.1569461,9202.50815789,8612.79927007,8168.90884615,8741.58223881,10304.039854,13011.1288489,11352.5829167,11868.0042553,13288.9465468,13715.0439286,14331.6553741,20506.0519018,18737.8847977,18077.1801705,19201.0615,19330.3337949,17028.2730942,15649.6284647,16180.4165966,17723.7828631,18243.8964231,19405.4788302,19661.8741199,19260.477881,20228.9178731,19623.8255882,19560.2773665,19256.3660208,20266.7427148,20946.3489865,21216.9200334,22618.7353642,22252.9554902,22208.0397742,22468.4940635,22983.2693519,23509.1443114,25362.218908,26422.5405995,27347.9381959,27688.5160247,28521.1030861,29542.3247297,28242.2947262,27949.6251487,29103.8858172,30268.8341584,32180.55,31811.1681129,30670.459466,30162.6277228,28870.2329741,29003.4207329,29805.9826275,30569.5286617,31372.1213412,31889.7163908,32969.4223161,33855.3227097,33935.2558378,33524.1627827,34702.086087,34838.1363668,35662.0714912,36330.5176903,37112.5765073,37695.688081,39229.998908,39948.1801561,38034.8436295,37211.4487069,36788.5042412,37522.9876848,39474.1265696,41254.1578853,41132.3617262,41725.3574384,40188.5077495,38009.0
26,New Hampshire,33,8606.57204678,8311.70293413,7875.76618421,6686.66416058,6865.184,7620.86656716,7798.49824818,8288.22798561,8417.59756944,8109.8029078,8658.65158273,8872.63735714,10332.802449,11200.6740491,12103.3590751,12847.8407955,13241.7003889,12652.1820513,11708.1403139,11492.4177178,11484.0394118,11999.8288797,12443.146,12766.975434,13282.0097753,13582.0264312,14641.3497388,14986.0404412,15322.9807473,14876.5449135,15658.9892784,15923.5739527,16366.5182943,16992.4670199,17015.7287255,17661.2394839,18443.3713016,19619.5410802,20310.3591018,21213.2706034,21886.2814169,21542.168866,21729.1549136,22700.8887799,23579.7423423,22972.4304868,22299.0874349,23595.2995782,24399.1584818,25619.4030982,25948.3388017,25814.737318,26148.0244554,26469.1971192,28090.1306928,30010.4019057,31540.5279089,33225.8306387,34694.1833363,35832.9381488,35701.3789919,33999.2722341,33591.8947283,33876.3556522,33436.5936125,34482.262753,35204.3392126,35608.4930147,36901.7006791,39062.8443129,40066.6519688,41526.987712,41114.5442123,40945.6803502,40682.744587,41746.6969084,41233.2863902,42563.6725645,43167.7308022,42309.9332429,41882.0
27,New Jersey,34,11517.2494737,10881.0083234,10388.1073684,9192.20576642,8630.98853846,9173.85828358,9787.27189781,10942.9304317,11129.106875,10605.1268794,11560.3030935,12565.7385714,13966.7965306,15359.7962577,17721.0042197,18942.6419318,18855.4185556,16788.8954872,15113.7949327,14670.4139419,14638.9952941,16041.3142739,16502.8461538,17114.3855849,17934.3289888,17697.3086617,18411.7574627,19308.33,19476.294911,18744.149654,19610.5986254,20033.1171622,20305.6759197,21240.5837748,21481.7440523,22311.848,23251.724381,24181.7630864,24999.3414371,26120.4962356,26451.7690736,26734.1854381,27158.795037,28336.334378,29199.2588063,28616.5377688,28061.2800929,29043.5590685,29957.2952805,30956.5045399,30936.4718044,30665.2522573,30816.3873377,31122.3156788,32387.3326506,34171.0569105,35195.2334944,36625.928896,38204.9604754,40154.5076416,40822.5847984,40652.053114,39620.0378928,40670.2821739,40236.4514671,40366.8302632,41213.9091142,42107.5010516,43270.9767227,45158.0642331,45780.3414586,46075.6206214,45983.1167871,45602.5285158,45202.0131304,46113.5299682,46292.976211,48598.5898611,49843.6224402,49057.839979,48123.0
28,New Mexico,35,5143.86959064,4290.74,4079.02585526,3257.20408759,3482.10053846,3954.52529851,4572.61343066,5293.97057554,5393.22180556,5142.80184397,5510.05100719,5792.499,6917.72367347,8370.89153374,9585.95959538,10739.0396023,11227.4363333,10220.7627179,9745.5596861,10005.7920332,10321.2128151,10717.9480498,11106.4154615,11520.2321132,11602.675206,11659.9663197,12351.8877239,12824.8956618,13231.0541281,13547.7517301,13970.7084192,13654.9901351,14005.8937793,14250.3715894,14400.6208497,14768.4502581,15324.0714286,15798.9284568,15993.9260479,16700.5957759,17075.2745777,17677.1852835,18174.7270864,19303.1975359,19989.6299324,19878.3978905,20117.8283457,20839.1212478,21549.2857921,22529.6754448,22514.5647796,21875.4839078,22029.5748955,21996.1562487,22330.3722791,23157.1939846,23924.0656413,23931.8372445,23957.8906866,24159.4413694,24368.9810081,24556.0330528,24799.3430837,25115.9673913,25575.1858962,25978.9541296,26538.3958268,26633.2166093,27045.0287913,27874.015865,28140.9187335,27661.8177178,29307.1351835,29152.7042913,29298.2920435,30216.8947697,30955.7227855,31688.9027083,32406.8391353,32469.0698458,32197.0
29,New York,36,14453.0189474,13296.1553892,12434.6774342,10585.9132847,10330.7816923,10886.9522388,11306.2564964,12470.9277698,12484.8615278,12004.942766,12733.3111511,13316.6180714,14535.9763265,15386.119816,17162.96,18747.6082955,19594.3793333,18670.2199487,16595.3508969,15765.3538174,15585.4820588,16539.8234855,16519.349,16652.9286415,17227.2407491,17346.3931227,18371.731903,19055.9335294,19254.8866192,18952.0055709,19868.6328179,20207.0660811,20563.9813378,21169.5450331,21523.8101307,22519.4644516,23306.2099683,24214.8706481,25198.4626048,26478.0579023,26907.7332698,27021.7092526,27434.2499506,28423.5862679,28894.8481982,28250.9980527,27734.2906134,28191.4437434,28863.3689934,29544.903727,29334.8319421,28886.9904733,29180.8082288,29666.1318964,30560.7525703,32498.5355438,33364.8899442,34895.5392245,35940.6130898,37365.3452916,38004.1914677,38270.3148814,37712.5172834,38532.5578261,37991.607564,38157.7650675,39023.4919751,40016.8249968,40741.9798131,42428.3112393,43641.4101441,43040.7069628,42848.0419368,42134.6374875,42064.4095054,43511.6016093,44590.3016078,46708.6210516,49162.7891021,48518.7647362,46844.0
30,North Carolina,37,4165.27976608,3751.18586826,3500.34052632,2928.35175182,3432.592,4050.58664179,4243.76109489,4583.99201439,4827.0825,4488.54007092,4861.80971223,4964.99914286,6158.81727891,7528.53766871,8593.88098266,9337.23534091,9809.10838889,9527.64317949,8658.44394619,8928.65605809,8734.72071429,9587.40037344,9835.69630769,9957.75509434,10236.7092884,10312.1316357,10950.9931343,11326.2916176,10871.910605,11172.2555363,11655.7730928,11806.7828716,12118.8291973,12765.6618874,13159.6715359,13903.3817097,14595.3266984,15646.6336728,16218.7402695,16978.0143103,17835.2149046,18163.7640464,18593.2066667,20011.4775837,21091.3064189,20639.9389655,20093.9022862,21054.03529,21446.619571,22309.2156442,22047.6660744,21471.9252306,21675.5534433,21542.6272539,22573.7726908,24340.3479885,25220.0605297,26316.0166788,27053.1912412,28038.5169653,28614.7374435,28506.9937184,28162.3129442,29236.973913,29756.0591972,30300.0941093,30882.6293045,31366.9775653,32331.5947414,33501.9926258,33485.0276771,33879.9023113,33494.9071146,33064.2182435,32889.4548696,33809.1686236,34283.07851,34789.8988294,35144.6583037,34217.8259476,33564.0
31,North Dakota,38,4792.58093567,3995.26988024,2639.36967105,2756.09576642,2409.41553846,2881.84029851,4259.42072993,3611.63007194,4856.87930556,4290.74,4923.54697842,5440.04535714,7720.41312925,8752.58312883,11979.3492486,12567.4799432,12466.9834444,11970.0644103,14373.0169507,13201.5921577,10916.1473529,12106.6522822,11915.0549231,10670.1798491,10734.8850936,10878.38171,11927.616791,12272.7783824,12200.3603559,13711.0670934,12378.2688316,13198.374223,11860.5237793,16480.9880795,15017.59,14616.1981935,16774.7501905,16600.1314506,16649.0989222,16762.2443391,17841.0605995,17771.1834536,19435.463037,22464.7954306,29822.5757658,26632.1793103,25257.9434572,23316.2883656,22752.9587294,26771.058773,24816.5526997,21076.1773665,24408.5990539,24432.7630052,24525.2839558,25412.0005679,25543.0623327,25693.5461861,25617.9084947,23113.0521133,24839.5782984,26066.1634277,25627.878047,27053.3756522,26471.9357093,27552.5149865,26864.9875853,28941.3010962,27800.2524984,29965.4225706,30021.014892,31231.2050871,31639.0590966,31924.1550306,33939.9865924,33703.5469137,34760.9258986,34964.4229762,37127.1456531,38870.2146881,38672.0
32,Ohio,39,9672.98403509,8491.55431138,7946.33756579,6263.8540146,6353.59576923,7284.65186567,8080.37167883,9152.54971223,9654.165,8535.83382979,9492.10467626,10083.239,11981.9644218,13438.1765031,15538.4312717,15992.7581818,15971.0877778,14412.485641,13478.3110762,13700.1013693,13124.6164706,14314.3359336,15141.3613462,15511.4298868,16263.0295131,15671.5689591,16706.6686194,17210.2843382,17124.7861566,16160.7975433,17059.746323,17329.6610473,17256.2369565,17866.243543,18256.6780392,19059.1902581,20077.9389206,21063.0307716,21254.5788323,22292.1204598,22996.9634332,22675.6762113,22926.3243457,24076.3891627,25212.9294144,24948.0856187,24272.987342,25461.6583656,26590.5512706,27396.2432822,27337.214697,26304.2149393,25919.0905831,25533.237772,26207.5469779,27770.0492108,28501.918355,29230.66625,29602.7066461,30356.1694252,30839.69375,30846.0543535,30269.8790675,30952.6582609,31176.9028581,31938.79778,32218.5585236,32287.2031931,33300.687109,34436.4789448,34964.637599,35382.4088269,35089.0950988,35206.0106392,35381.1155707,35479.8087877,35258.5462826,35801.9260466,36022.084855,35394.6242133,35018.0
33,Oklahoma,40,5708.44064327,4727.52191617,4248.39717105,3382.48116788,3663.63184615,4034.57641791,4666.57124088,4954.41561151,5601.79944444,5264.52496454,5386.57647482,5731.20271429,6304.76081633,8239.27374233,9697.56843931,11543.5533523,11561.1605556,10473.806359,9889.8670852,10174.9290871,10510.5101681,10183.8310373,10644.3357692,11342.1259245,11851.7631086,11628.0649071,12135.7497015,12564.6118015,12650.8117082,13317.6255363,13690.5570103,13886.922027,13970.0180268,14165.1250993,14407.6318627,15197.5242581,16080.0589524,16666.3465741,17355.6579042,18173.9964368,18694.5320436,19225.3904381,19657.9458519,20632.5057416,21859.5808108,21697.393144,21832.5292751,22524.4997891,23315.8528383,24306.5156288,25073.6424931,24942.5298544,25968.6535864,26271.3339793,25255.4851908,26196.6402214,26448.2649164,26010.6537956,25427.1669718,25855.0634742,26410.5427823,26614.4064116,26338.2758957,26799.54,26850.5304152,27113.8867072,27301.3817454,27553.4422371,28211.9496698,29217.8335153,29557.4295378,29298.8770557,30356.1980971,29883.7280878,29987.3755598,31250.3975225,31990.5095443,33790.6416716,33918.5374743,34255.6907521,33708.0
34,Oregon,41,8380.74362573,7797.84185629,7127.70953947,5935.00167883,5908.01892308,7028.48828358,7172.11284672,8458.00546763,8283.51194444,8079.37212766,8812.9947482,9332.3595,11938.1813605,14714.8690798,17125.757052,16931.3575568,16173.7060556,15171.6165641,14469.2218834,14652.6100415,14458.7121008,14750.5314938,15100.1042308,15479.0469434,15395.2394007,14889.9843494,15834.1114179,16326.8966912,15689.4496441,15633.7343253,16543.6779381,16546.8909122,16854.4285284,17454.2188411,17814.9842157,18581.6724194,19424.111873,20083.0469444,20560.8663772,21256.4245977,21494.6198638,21785.4582474,22311.848,23737.6465311,24811.880518,24917.6239757,24647.8289405,26064.9258524,26749.8609241,27889.81,27821.8437328,26546.3501456,25635.8734213,24739.5620311,25485.9616867,26566.246795,27010.5273141,27721.4689234,28159.8697799,29128.4302113,29796.4210806,29961.3149273,29622.4876799,29906.7330435,30293.5152111,31009.4269703,31910.2671654,32336.4277438,33209.7929283,34165.3462945,34798.5195138,35320.1158537,34967.9561942,35045.0184491,35179.4041522,35453.6872896,35270.6297798,36407.4397024,36503.2208766,35771.2793737,35210.0
35,Pennsylvania,42,9685.53005848,9146.72718563,8468.56578947,7031.17613139,6881.68684615,7716.92791045,8096.03131387,9276.0242446,9475.38416667,8566.26460993,9276.0242446,9960.64642857,11325.2185034,12516.8519632,14211.5261272,15237.0028409,15255.9644444,14181.4457949,13122.3528251,12783.2004979,12664.8943277,13815.826722,14134.6877308,14483.271434,15218.4673408,14570.970223,15329.7893657,16271.6849632,16597.9871174,16064.2930104,16514.1883162,16677.3526014,16746.8012709,17326.349106,17604.6538235,18422.4998065,19274.2765079,20129.3975309,20849.9132335,21620.1511207,22301.3257493,22542.9729124,22746.2192099,24035.3294498,24971.3336937,24821.8873834,24603.9644981,25638.8681898,26526.8274092,27327.1439417,27260.3832645,26429.187949,26395.8394719,26426.9566736,26827.8949297,27900.134206,28800.9940985,29725.902208,30484.6501232,31415.2531784,32396.8171371,32538.385241,32298.6871145,32952.7608696,32976.3412249,33098.339865,33416.5308793,33962.2052645,34876.6318006,36007.9953742,36835.7195978,36801.4427584,36444.639441,36777.7714286,36971.4876793,37557.0357491,37492.8947619,38709.2429315,39321.7467325,38869.2182459,38827.0
36,Rhode Island,44,10965.2244444,10123.0632335,10035.2504605,9004.29014599,9225.091,9606.13432836,10100.4645985,10973.7990647,10890.7324306,10224.7421277,11112.7079137,11493.0535714,13631.1263946,15122.8842331,14893.5801734,15529.5532955,15232.127,15061.5975897,14036.2996861,12756.4946473,12421.5120168,13824.7286722,14167.6934231,14288.9737736,14905.0986891,14730.4772862,15674.0091791,15759.0046324,15452.7718149,15344.2207266,16093.9612027,16191.7452027,16710.9255184,17454.2188411,17892.1053595,18623.1957097,19546.7044444,20612.7679321,21428.0069461,22162.658477,22593.6104905,22747.5571649,22751.5164198,23737.6465311,24024.2784685,23520.7400609,23303.9819331,24172.1741125,24795.6625083,25313.3917331,25398.6985537,25364.3137621,25524.9466997,25800.0195337,26793.4311546,28323.4266506,29279.5152881,30510.8414142,31445.9118574,33134.4507777,34009.3049113,33147.3617292,32075.0141777,32504.7256522,32866.474526,32950.6828205,33850.1095932,34351.899624,35597.1018505,36868.7757301,37829.8526351,36983.3382404,38010.9654771,38607.1197221,39281.2583152,40111.2639809,40052.3991654,41087.6665179,41823.654045,41394.2028397,41283.0
37,South Carolina,45,3399.97233918,3121.7060479,2893.42664474,2489.8819708,2887.99807692,3378.15723881,3586.05642336,3982.05366906,4067.26395833,3803.84751773,4259.87136691,4750.46214286,5750.17537415,7173.1696319,8035.83676301,8922.78886364,8974.79783333,8581.48,7629.05116592,8109.676639,7869.36138655,8234.30394191,9200.33673077,9682.50007547,9907.27044944,9299.26178439,9838.28257463,9938.11102941,9818.31252669,9769.22809689,10262.3884536,10415.1915203,10748.3754515,11380.4064238,11701.380817,12367.0199677,13335.3474921,14408.4108642,15030.4365269,15843.6807471,16525.7792643,16941.7878351,17343.0651358,18492.2682057,19467.7831757,19404.0665923,18821.8334572,19821.1073638,20122.5793399,20841.6772699,20815.4080992,20292.4924515,20417.5972167,20166.478,21055.2126004,22527.4174206,23260.1174907,23994.4757847,24656.6467606,25470.6015638,25664.8536935,26345.2092578,25846.8254993,26247.523913,26434.8185813,27050.1915115,27412.5918701,27898.0140918,28584.8831464,29671.9148957,30319.769898,30300.5480662,30128.4569565,30146.085731,30169.265625,30729.1032769,31128.1872453,31914.5070933,32032.2773292,31397.8944557,30835.0
38,South Dakota,46,5344.60596491,4701.82886228,3401.54059211,2959.6710219,2128.86715385,2945.88119403,4838.82722628,3765.97323741,4812.18409722,4868.9248227,5324.83920863,5531.98978571,6932.31802721,9963.46680982,10491.2313295,11933.620625,12943.7323333,12454.1478974,12218.0264574,13584.3760166,10059.8021849,11421.2021162,12352.3803462,10743.0414717,11538.3944569,11620.0895539,10742.8602239,11192.2059926,12742.4289324,12916.7605536,11530.4421993,13553.5199324,13367.3053846,14861.3047682,14162.2464052,13841.0967742,15514.7709841,16553.7808642,16552.7499701,17095.1465805,17507.8559946,18003.4142268,18741.5285432,20863.4666268,24947.1741216,22532.9124949,22598.1631784,21080.4282425,22483.9024257,24174.8978374,24107.3394766,21198.5467718,22305.7116282,22042.843057,21959.8866968,23991.3898268,23810.4168587,24440.7753832,24960.7000792,25038.9886644,25548.9345081,26653.8011171,26716.3146623,27472.3573913,27563.1792734,28383.4477665,27940.4880315,29720.6898152,29774.5275701,31321.0858221,32251.3755402,32535.6199477,33350.7518182,33065.4107782,35062.8079565,36076.0603759,35949.5026216,35458.1986111,37247.1709832,38052.1356228,36499.0
39,Tennessee,47,4742.39684211,4175.12125749,3909.65453947,3100.60773723,3366.58061538,3922.50485075,4134.14364964,4692.03223022,4976.06652778,4564.61702128,4800.07244604,5210.18428571,6363.13823129,7383.75809816,9027.91537572,10531.8163636,10869.8746667,9593.6545641,8581.48,8590.38195021,8572.46584034,9151.20481328,9258.09669231,9536.77683019,10252.7794757,10160.5999257,10622.7835448,11215.8681618,11268.9185765,11224.2195156,11781.1039863,11727.0562838,12126.0043478,12580.9611589,13005.4292484,13598.8775806,14493.1662222,15441.3667901,15884.7305689,16897.8711782,17344.1765395,17632.9508505,18280.671284,19544.4233493,20767.5681532,20435.4107911,20006.1734015,21016.3310721,21623.630297,22687.6167945,22511.6097245,21659.3847451,21703.8751595,21553.7431606,22134.3595582,23648.6261886,24418.5375372,25437.1196624,26267.5627905,27039.2786982,27479.7675081,27610.7641699,27570.05221,28808.8173913,29309.1689758,29959.9038596,30688.3635171,30696.9767368,31176.7039751,32346.3884172,32932.5884634,32690.1065215,32778.9761886,32970.0079989,33231.0817228,33769.4185177,33794.2461239,34387.6419544,34743.1942684,34121.171052,33512.0
40,Texas,48,6009.54520468,5292.7691018,4911.76815789,4165.46291971,4241.23146154,4707.0058209,5105.0410219,5741.5657554,6227.53236111,6147.01758865,6436.11,6711.94328571,7705.81877551,9463.31920245,11706.5276301,12738.134375,12610.0081111,11518.9866154,11034.7057848,10806.9675519,11718.407563,12133.3581328,12278.1175385,12661.7308679,12840.0796255,12999.8256506,13584.6749627,14071.1032353,14170.1306762,13889.229308,14361.4459107,14169.5890203,14500.9791639,14768.954404,15108.7331699,15806.5325161,16570.4292381,17414.5774691,18242.0682635,19141.8788793,19717.5286376,20159.8428351,20452.5273333,21515.2895694,22627.8552027,22602.5391075,22881.2882156,23987.4234446,24707.1571452,26033.9991411,26385.6869559,25924.0887015,26884.3890759,26591.4720933,26500.4890663,27660.6126275,28304.5283643,27727.3412865,27357.2445599,27790.0675232,28241.0278306,28656.3653099,28589.1817181,29276.7313043,29433.882526,29806.4563428,30302.6473885,30843.2830402,32403.7754143,33961.3387178,34586.0428932,34723.3491696,34547.6041954,33742.7705114,33730.1134402,34516.7205082,35644.1196928,36702.2152431,37269.9344079,36837.4725526,35674.0
41,Utah,49,6912.85888889,6397.57041916,5208.16796053,4776.18868613,4917.84815385,4963.16940299,6091.5980292,7146.08856115,6614.89083333,6755.63319149,7068.91697842,7355.55428571,8669.04612245,11582.3656442,13963.506474,12786.8927841,13360.8876111,12036.0757949,11352.1820628,11189.7514108,11375.8694958,11999.8288797,12740.1972308,12920.7944151,12888.2901873,12545.2305204,13336.5164925,13866.0311029,14215.9392883,14015.4275433,14523.6388316,14749.41875,15003.239699,15841.639404,15992.120817,16512.4284516,16985.8818413,17249.0396605,17477.6999102,17878.0833333,18139.1910354,18749.8702835,19377.1937284,20422.0747129,20902.8617568,20639.9389655,20536.5343866,21638.4506678,22402.4774917,23168.0217331,23008.0589807,22036.9073786,21925.7286029,21802.7394715,22257.136757,23194.3611261,23619.0083829,23974.9012409,23867.24125,23858.4004396,24182.1262016,24615.1251109,24668.6046769,25007.3991304,25285.6722976,25929.7351147,26546.8421654,27285.4419057,28278.7836262,29342.8704172,29988.8214646,29784.7622474,30162.3758498,29825.2938855,29372.9136087,29720.5863049,30653.6353559,31480.3250694,32085.0470865,31141.8088043,30107.0
42,Vermont,50,7954.17883041,7399.59952096,6690.16697368,5715.76678832,5577.962,6131.91574627,6483.08890511,7269.56309353,7225.72534722,6953.43326241,7578.24942446,7907.22085714,9384.16945578,10200.3788344,11557.7158382,11616.6909659,12335.8775,11992.0682051,10842.2959193,10611.1246473,10140.9296218,10406.3797925,11007.3983846,11172.1154717,11506.2540824,11612.1142007,12199.790597,13053.6299632,13131.8021352,12857.3731488,13506.2468729,13937.6571284,14307.2501003,14719.2272848,14919.435817,15681.9626452,16727.0753016,18070.1071914,18531.1151198,19283.6705747,19805.2140599,20093.4911856,20426.041284,21433.1701435,21975.5467568,21188.2485396,20704.016803,21691.2365729,21874.9855281,23151.5695092,23206.0476722,22656.5652184,22933.50967,22869.8665181,23624.9178313,24877.2066987,25907.9347398,27095.0835219,28312.8407042,29373.2526543,30306.8115242,29636.3086075,28696.2927019,29501.5134783,29374.4951211,29752.8944737,30067.5576312,30485.0376992,31227.4977819,32645.1608037,33338.2256483,33514.8654878,34088.487747,34167.3128794,34522.9675707,35479.8087877,35064.111828,36601.1189385,37267.8650056,36808.5757282,36752.0
43,Virginia,51,5444.97415205,4933.06634731,5222.28223684,4447.33635036,4703.31115385,5123.27164179,5480.87226277,6019.38345324,6302.024375,5934.00212766,6575.01884892,7156.34135714,8493.91387755,10331.9966258,10454.0283815,10970.6420455,11322.7861111,11023.9012308,9764.80067265,10219.4388382,10204.0287395,11189.7514108,11717.0207692,12224.5611321,12317.7985393,12393.6988104,13104.3682463,13503.2111765,13269.2279715,13243.3912803,13896.9843643,14031.8794595,14386.1767559,15067.3171192,15550.4269935,16630.0777742,17455.8200317,18182.6729012,19057.8227246,20048.1127586,20798.9821798,20983.7091495,21676.1828148,23024.2340191,24024.2784685,23864.5214604,23662.8728253,24635.935993,25461.2228383,26455.1760736,26580.7205923,26494.2780583,26648.3747745,26844.9147668,27863.9621687,29523.099384,30477.8121004,31783.1867609,32732.0007394,33651.2981572,34222.1117742,33712.0191737,33223.306931,33587.35,33810.734263,34321.5771457,34427.276063,34860.5533142,35780.226891,37304.4306196,38360.4003181,38823.4726713,39669.3570807,39633.8921345,40168.5553641,41209.5026204,42076.9341935,43252.1916071,43981.005884,43254.5604706,43211.0
